,Unnamed: 0,Date,Review_text,Review_title,Stars,Positive,Negative,Neutral,Compound,Overall
775,775,2020-05-14,Good quality product.,Lifebuoy Hand Sanitizer Total,5,0.592,0.0,0.408,0.4404,Positive
776,776,2020-06-06,"after using lifebuoy hand sanitizer skin peeling is happens, product looks not goodI used dettol sanitizer it never happened","Skin peeling with lifebuoy sanitiser , Dettol sanitiser looks good no skin peeling",1,0.151,0.0,0.849,0.4939,Positive
777,777,2020-05-26,"The Product is good but I have purchased it from local wholesale shop at 220/- ,So Amazon needs to look into the price .",Price needs to be negotiated,4,0.194,0.0,0.806,0.5875,Positive
778,778,2020-05-28,Ordered two bottles of lifebuoy hand sanitizer . One bottle is same as shown in the picture of product . The other is not same . I think the other bottle is duplicate.,Duplicate,1,0.103,0.0,0.897,0.4939,Positive
779,779,2020-05-17,Duplicate.... Don't buy... You can't return also.....,Duplicate don't buy,1,0.0,0.0,1.0,0.0,Neutral
780,780,2020-05-14,DURING THE SPREAD OF COVID IT IS AN EFFECTIVE PRODUCT TO SANITIZE HANDS . AT CHEAP RATE . clapping_hands ,good product,5,0.193,0.0,0.807,0.5904,Positive
781,781,2020-06-30,Very good sanitizer,Good sanitizer,5,0.615,0.0,0.385,0.4927,Positive
782,782,2020-07-28,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
783,783,2020-07-17,"ALL parking, delivery all are Excellent,And sooooo satisfied.Thanks Amazon and my respect &amp; believe increased.","Thanks ""Amazon""",5,0.365,0.0,0.635,0.7096,Positive
784,784,2020-08-19,Perfect product against COVID,Useful product,5,0.552,0.0,0.448,0.5719,Positive
785,785,2020-06-07,This is the best hand sanitizer I ever seen.. I am used this and the scent of this long lasting...,Just amazing..,5,0.316,0.0,0.684,0.8126,Positive
786,786,2020-05-15,It's a very good Sanitizer and the liquid is very thin as I expected.,Hand Sanitizer Review,5,0.225,0.0,0.775,0.4927,Positive
787,787,2020-05-25,I like lifebuoy sanitizer,Great product,5,0.556,0.0,0.444,0.3612,Positive
788,788,2020-05-16,Awsome must buy superb loved it,Superb,5,0.667,0.0,0.333,0.8402,Positive
789,789,2020-05-28,Thanku very much apne 1rs less kr dee thanku so much,Thanku,5,0.0,0.0,1.0,0.0,Neutral
790,790,2020-05-25,It has strong smell n does not smell like lifebuoy i feel it is fake product,Fake,1,0.169,0.267,0.564,-0.2287,Negative
791,791,2020-08-06,On tym delivery  thumbs_up_light_skin_tone thnk u amazon nd all the orders of my products are good,Helpfull,5,0.261,0.0,0.739,0.5574,Positive
792,792,2020-06-12,It is a good sanitizer but scent is different,Value for money but scent is not good,4,0.218,0.0,0.782,0.2382,Positive
793,793,2020-06-05,Fragrance superMast sanitizer5 star,Mast. 5 Star,5,0.0,0.0,1.0,0.0,Neutral
794,794,2020-07-29,Effective product,Right choice,5,0.756,0.0,0.244,0.4767,Positive
795,795,2020-06-21,Nice n original,Lifebuoy Jakaas,5,1.0,0.0,0.0,0.6249,Positive
796,796,2020-05-23,Value for money,Nice,5,0.545,0.0,0.455,0.34,Positive
797,797,2020-07-19,Very bad productDo not buy this product,Very bad product,1,0.0,0.387,0.613,-0.5849,Negative
798,798,2020-07-23,"Easy to carry, smells Gud to",Safe,5,0.367,0.0,0.633,0.4404,Positive
799,799,2020-08-26,Ok,Price range is high,1,1.0,0.0,0.0,0.296,Positive
800,800,2020-06-07,"Product is good  thumbs_up  but, but smell is not good.",Product,3,0.42,0.0,0.58,0.7003,Positive
801,801,2020-07-08,Product supplied is not as per order. It's not spray.,The product supplied is not as per order.,2,0.0,0.0,1.0,0.0,Neutral
802,802,2020-05-23,Product is different from what shown on the picture,Different products,2,0.0,0.0,1.0,0.0,Neutral
803,803,2020-07-21,Normal quality product,.,2,0.0,0.0,1.0,0.0,Neutral
804,804,2020-06-14,Great product ! Must buy !,Lifebuoy sanitizer is the best !,5,0.61,0.0,0.39,0.6892,Positive
805,805,2020-08-06,When applied gives burning sensation....,Avoid purchasing sanitizer online....,1,0.0,0.0,1.0,0.0,Neutral
806,806,2020-05-31,I totally satisfied this product.,very good product,5,0.508,0.0,0.492,0.4754,Positive
807,807,2020-06-19,Fragrance is too strong .,Mediker one is better,3,0.524,0.0,0.476,0.5106,Positive
808,808,2020-06-09,Good,Good product...,5,1.0,0.0,0.0,0.4404,Positive
809,809,2020-07-10,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
810,810,2020-07-13,Ok,Nice product,5,1.0,0.0,0.0,0.296,Positive
811,811,2020-05-18,Quality detoriated...,Poor,1,0.0,0.0,1.0,0.0,Neutral
812,812,2020-06-04,good product,satisfied,5,0.744,0.0,0.256,0.4404,Positive
813,813,2020-08-10,nice,nice,5,1.0,0.0,0.0,0.4215,Positive
814,814,2020-06-16,Good,Good One,5,1.0,0.0,0.0,0.4404,Positive
815,815,2020-05-31,Top Notch product,OSM,5,0.474,0.0,0.526,0.2023,Positive
816,816,2020-05-25,"I don't understand why people are bothered that the cap is not red! The product contains the required amount of alcohol or not, that's what matters. and if u just take a drop between your fingers and rub it for a few seconds, it will rapidly evaporate, which ensures that it indeed contains a high amount of alcohol. I have compared it with Apollo life hand sanitizer (bought from Apollo pharmacy) which contains 60% alcohol, and this one indeed evaporates much faster than that. And as for the cap, it comes with a high quality seal-able cap! the red cap which is shown in the picture is not seal-able and might cause spillage during shipping. it has a nice blue gasket around the dispensing hole which forms a tight seal when closed.",Very nice,5,0.051,0.042,0.907,0.4784,Positive
817,817,2020-05-12,Sprb packaging Good smell,Latest product Pure lemon smell without water,5,0.492,0.0,0.508,0.4404,Positive
818,818,2020-06-16,"Lifebuoy is one of the best brand I have been using it's products from my childhood So I bought Lifebuoy hand sanitizer. It's really a good product as it is alcohol based and kills 99.9% germs keeping us safe It contains 95% ethile alcohol and this sanitizer is gel based. One of the most important thing is that it's consistency is thicker than others. I got a dispenser type bottle in seal pack condition. I am extremely satisfied as it's lifebuoy product and did justice to the brand name. It is easy to use, just take little amount of sanitizer on your palm, spread and rub over back of hands until dry. It protects us for longer time. Worth the money and highly recommended product in current situation.",Best sanitizer value for money,5,0.217,0.024,0.758,0.9777,Positive
819,819,2020-06-23,"10 hrs immunity ones you rub on your hands unless you wash, as gurateed in description, which I found very useful. 2nd best thing is it's gel type sanitizer with very pleasant smell, few people complain about new fragrance it's due to High Alcohol content than previous one, it's cap is different from description but it's very airtight. Overall I am satisfied with the product. I find myself safe after using it. It's for external use only",Excellent quality  OK_hand ,5,0.174,0.021,0.805,0.9173,Positive
820,820,2020-06-20,"It's one of the best needed product of the time. During this pandemic where we all need to have hand sanitizer. This lifebuoy hand sanitizer without water and is just perfect. Its a perfumed gel based product. The best part is, it has 70 percent of alcohol. Every one can use this product that's the best part and no water required. The smell of the product decent. It's very easy to use this sanitizer. This product you can definitely try. Complete value for the money you pay. Thank you HUL.",70% alcohol hand sanitizer..,4,0.294,0.032,0.675,0.9847,Positive
821,821,2020-06-14,"Lifebuoy hand sanitizer smells nice, &amp; hands fully abosord the sanitizer within seconds, packaging is good, it kills germs effectively.Value for money, bottle shape is unique &amp; easy to use.It is 70% alcohol based sanitizer which kills bacteria effectively, &amp; doesnt left your hands dry like most of sanitizers. I am loving this product",Nice packaging &amp; easy to use,5,0.293,0.097,0.61,0.9201,Positive
822,822,2020-05-18,"A convenient and instant way to get clean and germ free hands. Satisfied with the product. As it contains perfumed gel base, the product, after application leaves a sweet fragrance on your hands. Good thing is that it doesn't make your hands greasy post applying. Safe to use for hands as no harm noticed. Overall worthy product.",Effective and convenient product.,5,0.284,0.079,0.637,0.93,Positive
823,823,2020-06-23,The best sanitizer so far I have come across. It is alcohol based but smells sooo good. Also it is kids friendly. The packaging is really good.My daughter is loving it. First I had to tell her to sanitize but now after this package has arrived she has now a habbit of doing it. We are loving it.,Superb product,5,0.3,0.0,0.7,0.9734,Positive
824,824,2020-06-20,"Great product by the most trustworthy brand Lifebuoy. I am using this sanitizer and it's a fantastic product. Price is affordable, scent is very nice, quality is great  thumbs_up  thumbs_up . Its not very sticky and doesn't make skin dry. Worth the price. I would definitely recommend others to buy. Good product",Great Hand Sanitizer by Lifebuoy Brand,5,0.425,0.0,0.575,0.9814,Positive
825,825,2020-06-21,Lifebuoy is the trusted brand. I just came across their hand sanitizer. Lifebuoy Total Hand Sanitizer has 95% ethyl aclohol which is really good amount. It affordable too. 500ml for 250/- only. It’s self life is 2 year which is great. Hand sanitizer is must for now days. It smells also good. I totally recommend this to everyone.,Good product,5,0.356,0.0,0.644,0.9776,Positive
826,826,2020-05-27,maxium customer post that product is duplicate.it is true. Quility deteriorated. Bar code covered by seller. Smell is bad quility.flip cart more than good.but qulity same.money totally lost.,DUPLICATE PRODUCT,1,0.083,0.18,0.738,-0.5095,Negative
827,827,2020-06-06,"The scent is not very good....Seems to work as expected (as a sanitizer). But it leaves a fruit smell (somewhat strong) on hand, and a bit ""chip chipee"" compared to water-like hand rub!","Good, but unpleasant ""fruit"" smell.",4,0.241,0.0,0.759,0.8718,Positive
828,828,2020-08-03,"I have been using Lifeboy hand sanitizer since couple of months, this product is duplicate. Scent is bad and thickness is also very. Above all bottles are not sealed as it should be.","Duplicate product, don't buy.",1,0.087,0.095,0.817,-0.0772,Negative
829,829,2020-06-16,"Great gel based sanitizer, it’s alcohol based but does not dry out hands at all. More than enough quantity. Very gentle on hand. Scent is very pleasant, easy to dispense and great packaging. Complete value for money",Value for money product,5,0.495,0.0,0.505,0.9854,Positive
830,830,2020-06-05,"It’s look like they have fill some other sanitizer into this bottle, packing and appereance of this bottle seems like it’s not of lifebuoy it’s seems to be lik a fraud sanitaizer",It’s doesn’t seems like orignal lifebuoy hand sanitizer,3,0.136,0.103,0.761,0.0516,Positive
831,831,2020-07-27,"This best sanitizer for the price,The brand name itself is enough to say it the best instant sanitizerCheaper than local made sanitizer, with trust of brandThe smell of the product is super even kids will love it",The best sanitizer for price,5,0.382,0.0,0.618,0.9674,Positive
832,832,2020-05-23,"I've bought two bottles of 500 ml each and they both are different in smell and gel. The caps of bottles are different in colour didn't expect this from the lifebouyAnd also u can't return it, i strictly won't recommend anybody to buy this... Instead of this i recommend Himalaya pure hands.",Totally different from previous lifebouy hand sanitizers,1,0.0,0.082,0.918,-0.4973,Negative
833,833,2020-05-28,Everything is OK.Remember it is gel type and not spray.So u cannot spray it over things like door knobs etc.Quality is very good,Gel type. Good quality. Correct price,4,0.222,0.0,0.778,0.6901,Positive
834,834,2020-07-14,It's 60% based alcoholic sanitizer. And scent is light straberry. But it's not as it was few months back. And it doesn't meet WHO standards i.e. It's not a 70% alcohol based sanitizer. It's also not 500ml i think. But not sure.,Ok but not suitable to kill CORONA VIRUS as of my knowledge.,3,0.0,0.059,0.941,-0.3491,Negative
835,835,2020-05-26,Scent of Sanitizer is So So &amp; alcohol % of Sanitizer seems to be less.I never felt it is like alcohol based Sanitizer. face_with_rolling_eyes  flushed_face ,Better to go for Another,3,0.098,0.0,0.902,0.3612,Positive
836,836,2020-05-17,"Duplicate product, I have ordered 2 qty of these and out of which 1 bottle is different from other. The bottle, the cap smell of it everything is different than original","Duplicate product, don't buy",1,0.078,0.0,0.922,0.3182,Positive
837,837,2020-06-08,i don't like the smell of this particular product ! but product is good ! it's just the smell i didn't likede,"smells bad , But product is good",5,0.202,0.071,0.728,0.5966,Positive
838,838,2020-08-27,lifebuoy sanitisers are good to use. Its scent is really good. Pricing also kept effective in this covid season,SAFETY AND ECONOMICAL,5,0.357,0.0,0.643,0.836,Positive
839,839,2020-05-17,Best sanitizer with very good smell and value for the money. I really recommend this sanitizer to you all. This is very quality product and most important this is timely delivered in the lockdown...love it.....,Value of money...,5,0.336,0.0,0.664,0.9284,Positive
840,840,2020-08-05,The smell and density of the sanitizer is totally appreciable as we accept from the brand lifebuoy .the product is totally value for money with buy1 get 1 free.,very good product,5,0.256,0.0,0.744,0.8221,Positive
841,841,2020-06-06,This is a much needed product in these sensitive times. It makes me and family feel protected. It is very good in quantity too.,Good quantity,5,0.225,0.0,0.775,0.7264,Positive
842,842,2020-05-19,Gel based sweet scented hand sanitizer with a 500ml bottle pack. There's no pump available. Scent is also ok. Overall a good handsanitizer to have at this moment.,A good handsanitizer,4,0.328,0.064,0.609,0.8442,Positive
843,843,2020-06-04,everything except the scent (fragrance) is good. the bubblegum fragrance is just aweful!,fragrance is bad!,3,0.21,0.0,0.79,0.4926,Positive
844,844,2020-06-03,Excellent product. The package was damaged and half of my product content lost during transit.,Excellent product but poor packaging,5,0.177,0.249,0.574,-0.128,Negative
845,845,2020-06-29,"Its duplicate product. Package was dusty. When i sacan the barcode its show 250ml bottle details. Smell very bad ,Don't buy it.",Fake product not from lifebuoy,1,0.0,0.159,0.841,-0.5849,Negative
846,846,2020-06-03,Smell and properties totally different from that I have purchased across counter,Item not original,1,0.0,0.0,1.0,0.0,Neutral
847,847,2020-07-23,"I think it's duplicate, because the smell is different from lifebuoy sanitizer. The packing is also",Duplicate product,1,0.0,0.0,1.0,0.0,Neutral
848,848,2020-06-30,Loved it at the time of Corona. Got it only rupees 210 after discount.,Recommended to all..,5,0.231,0.0,0.769,0.5994,Positive
849,849,2020-07-12,"Product seems to be fake or duplicate. Bottle quality, branding, liquid quality is not up the standard of lifebuoy.",Fake Product,1,0.0,0.147,0.853,-0.4767,Negative
850,850,2020-05-29,Has 95% alcohol. Should do the job of disinfectant. Nice strawberry shell. Recommended.,Good hand sanitizer,5,0.295,0.0,0.705,0.5574,Positive
851,851,2020-08-12,It's the best. The price is high. The company should reduce the price.,Reduce the price please,5,0.259,0.0,0.741,0.6369,Positive
852,852,2020-07-30,"Good quality hand sanitizer, convenient sized bottle.",Great hand sanitizer option against dettol,5,0.55,0.0,0.45,0.7269,Positive
853,853,2020-06-28,"Good, you can buy it. They are trusted for longtime.",Good one,5,0.429,0.0,0.571,0.7184,Positive
854,854,2020-05-24,"Very good the smell which I expected was not there, however it smells very good like a chocolate..",Very good must buy product.,5,0.413,0.0,0.587,0.8467,Positive
855,855,2020-07-22,Useful during these times,Good smell,5,0.492,0.0,0.508,0.4404,Positive
856,856,2020-08-31,Nice product; comfortable,Good one,5,0.859,0.0,0.141,0.7269,Positive
857,857,2020-07-01,5% Price should be reduced.,Little Costly.,4,0.0,0.0,1.0,0.0,Neutral
858,858,2020-07-15,Good quality product,Quality,4,0.592,0.0,0.408,0.4404,Positive
859,859,2020-06-21,Very good product. Love it.,Good,4,0.718,0.0,0.282,0.8251,Positive
860,860,2020-07-14,Very good product,Very good product,5,0.615,0.0,0.385,0.4927,Positive
861,861,2020-05-30,Very good quality Sanitizer,Quality nd Price,5,0.516,0.0,0.484,0.4927,Positive
862,862,2020-08-18,Best of all Sanitisers.,BEST SANITISER AVAILABLE IN THE MARKET,5,0.583,0.0,0.417,0.6369,Positive
863,863,2020-05-19,Good Product.Good Service By Amazon.,Lifebuoy Alcohol Based Germ Protection Hand Sanitizer,4,0.605,0.0,0.395,0.5574,Positive
864,864,2020-07-27,70% alcohol nice,Nice thanks amazon,5,0.583,0.0,0.417,0.4215,Positive
865,865,2020-06-21,safe and sure,safe and sure,5,0.839,0.0,0.161,0.6369,Positive
866,866,2020-07-06,Good product,Usefull protection,5,0.744,0.0,0.256,0.4404,Positive
867,867,2020-08-24,Recommended,Recommended,5,1.0,0.0,0.0,0.2023,Positive
868,868,2020-08-19,Good Quality,Good,5,0.744,0.0,0.256,0.4404,Positive
869,869,2020-07-07,Nice product.,Useful product.,5,0.737,0.0,0.263,0.4215,Positive
870,870,2020-06-02,Perfect product from a brand that is respected. Well done lifebuoy,Value for money,5,0.56,0.0,0.44,0.836,Positive
871,871,2020-06-06,Standard product. Same price as others.Hope companies reduce price so that more people could afford.,Standard product,5,0.0,0.0,1.0,0.0,Neutral
872,872,2020-06-16,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
873,873,2020-06-11,Original product,Swapan,5,0.697,0.0,0.303,0.3182,Positive
874,874,2020-06-27,Recommended,Poor packaging. Gd quality,4,1.0,0.0,0.0,0.2023,Positive
875,875,2020-06-18,Better,Better,5,1.0,0.0,0.0,0.4404,Positive
876,876,2020-05-20,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
877,877,2020-06-29,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
878,878,2020-08-18,Smell is not good,Nice but smell is not good,3,0.0,0.445,0.555,-0.3412,Negative
879,879,2020-07-25,Go with savlon (INDIAN BRAND),Go with savlon (INDIAN BRAND),1,0.0,0.0,1.0,0.0,Neutral
880,880,2020-05-20,Very good.,Wonderful,5,0.762,0.0,0.238,0.4927,Positive
881,881,2020-08-23,Good quality product. Satisfied.,Good quality,5,0.74,0.0,0.26,0.6908,Positive
882,882,2020-05-18,"It's a great product, a Lifebuoy's after all. Anyone can purchase this without any hesitation.",Great Experience,5,0.35,0.0,0.65,0.7108,Positive
883,883,2020-05-24,Like an ordinary hand sanitizer..,Local Quality..,3,0.655,0.0,0.345,0.6908,Positive
884,884,2020-06-17,Good for our use,Good product,5,0.492,0.0,0.508,0.4404,Positive
885,885,2020-08-02,good scent and packaging was very good. But i didnt feel like there is 90% alcohol in it.,Best product at Rs225,4,0.19,0.13,0.681,0.0606,Positive
886,886,2020-06-14,Nice item,Nice,5,0.737,0.0,0.263,0.4215,Positive
887,887,2020-07-30,buy again,good,5,0.0,0.0,1.0,0.0,Neutral
888,888,2020-08-08,dashing product...,good prod. ...,5,0.0,0.0,1.0,0.0,Neutral
889,889,2020-06-13,"I like this sanitizer. The quality is good, scent is also nice.",Good sanitizer,5,0.506,0.0,0.494,0.802,Positive
890,890,2020-05-25,Excellent,Excellent,5,1.0,0.0,0.0,0.5719,Positive
891,891,2020-07-01,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
892,892,2020-06-20,Quantity is tooooooooooo good on this price OK_hand  OK_hand  OK_hand ,Good one,5,0.244,0.0,0.756,0.4404,Positive
893,893,2020-07-12, thumbs_up , thumbs_up ,4,0.0,0.0,1.0,0.0,Neutral
894,894,2020-06-30,Nice,Good,5,1.0,0.0,0.0,0.4215,Positive
895,895,2020-06-12,Satisfied,Ok,4,1.0,0.0,0.0,0.4215,Positive
896,896,2020-06-06,Not happy,Not happy,1,0.0,0.75,0.25,-0.4585,Negative
897,897,2020-09-02,leaves residue. bad,leaves residue. bad,2,0.0,0.636,0.364,-0.5423,Negative
898,898,2020-05-31,Nice,Good,5,1.0,0.0,0.0,0.4215,Positive
899,899,2020-07-01,Okay,Okay,5,1.0,0.0,0.0,0.2263,Positive
900,900,2020-07-23,Nyc,Gud,4,0.0,0.0,1.0,0.0,Neutral
901,901,2020-06-09,Nice,Nice product,5,1.0,0.0,0.0,0.4215,Positive
902,902,2020-06-06,Nice,Value for money,5,1.0,0.0,0.0,0.4215,Positive
903,903,2020-06-03,All Good,Value for money... Good,5,0.744,0.0,0.256,0.4404,Positive
904,904,2020-05-30,Duplicate product. Fake name lifeboy,Duplicate product fake company,1,0.0,0.437,0.563,-0.4767,Negative
905,905,2020-05-26,looking fake!!,fake product doesn't smell the same like lifebuoy original sanitizer,3,0.0,0.787,0.213,-0.5696,Negative
906,906,2020-08-08,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
907,907,2020-07-10,Very good,Gud,5,0.762,0.0,0.238,0.4927,Positive
908,908,2020-08-03,The inside bottle not sealed properly &amp; leaking. It seemed to b a used product. Every product product i receive is an used product . I never found any product in sealed condition. Disappointing.,not sealed properly.,2,0.0,0.103,0.897,-0.4939,Negative
909,909,2020-08-02,"I don't blame amazon, I think lifebouy has lost quality control as this prodict is manufactured by third party manufacturer, it is just marketed by lifebuoy. Huge difference in smell between product bought from shop and amazon",Duplicate product,1,0.17,0.129,0.701,0.4019,Positive
910,910,2020-06-07,Good packing...value for money,Good,5,0.492,0.0,0.508,0.4404,Positive
911,911,2020-05-18,Received with broken seal. God knows what is inside the bottle.,Don't buy,1,0.148,0.218,0.634,-0.25,Negative
912,912,2020-07-27,"Too good,,",Perfect,5,0.0,0.0,1.0,0.0,Neutral
913,913,2020-09-02,A must for everyone in this pandemic situation.,Good Product,5,0.0,0.0,1.0,0.0,Neutral
914,914,2020-07-01,Excellent  OK_hand  thumbs_up ,Excellent,5,0.649,0.0,0.351,0.5719,Positive
915,915,2020-07-30,"Thanks, again 4 time purchase it. For my family, own, friends and also gf",Amazon  red_heart ,5,0.353,0.0,0.647,0.7184,Positive
916,916,2020-06-28,Not the original one.,Not good,3,0.0,0.395,0.605,-0.2411,Negative
917,917,2020-07-01,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
918,918,2020-08-11,Iam received damage product,Not satisfied,3,0.0,0.516,0.484,-0.4939,Negative
919,919,2020-05-18,"I am confused about it's genuineness. Cap is different from picture shown by Amazon. I used lifeboy senetizer before but smell is not like that. Printing of Manufacturing date, expiry date, MRP are easily vanished when I apply small amount of sanitizer on it. I dislike it's smell. Also another thing Manufacturer is different from my previous lifeboy senetizer although it marketed by Hindusthan liver.",Average lifeboy sanitizer.,3,0.065,0.113,0.822,-0.5048,Negative
920,920,2020-05-18,"I am confused about it's genuineness. Cap is different from picture shown by Amazon. I used lifeboy senetizer before but smell is not like that. Printing of Manufacturing date, expiry date, MRP are easily vanished when I apply small amount of sanitizer on it. I dislike it's smell. Also another thing Manufacturer is different from my previous lifeboy senetizer although it marketed by Hindusthan liver.",Average lifeboy sanitizer.,3,0.065,0.113,0.822,-0.5048,Negative
921,921,2020-06-30,Go for it.,Must have product,5,0.0,0.0,1.0,0.0,Neutral
